Anonymous Company id,Geo,"Account Churned?  (1=Yes, 0=No)",Year of Change,Month of Change,nbr of days since last account operation,nbr of days since last document operation,docs opened on mobile,docs opened in reports,docs opened on web,docs opened any source,docs tagged on mobile,docs tagged on web,docs shared any source,docs chg sentiment any source,docs hidden any source,mobile logins,web logins,mobile foreground,forgot password
2310,Geo 2,1,2017,8,,20,0,20,0,20,0,0,0,0,0,0,0,0,0
2311,Geo 1,0,2017,2,,435,0,435,0,435,0,0,0,0,0,0,0,0,0
2312,Geo 2,1,2017,6,22,114,0,47,67,114,0,36,0,0,0,0,10,0,0
2313,Geo 1,0,2017,2,31,142,0,56,86,142,0,0,0,0,0,0,28,0,0
2314,Geo 1,1,2017,1,24,170,0,142,26,168,0,0,1,1,0,1,4,3,0
2315,Geo 2,0,2017,8,25,263,0,36,176,212,0,1,0,46,1,0,23,0,0
2315,Geo 2,0,2017,9,21,333,0,51,219,270,0,1,0,59,1,0,19,0,0
2317,Geo 2,0,2017,7,63,136,1,89,45,135,0,0,0,1,0,4,27,8,0
2318,Geo 2,0,2017,6,17,15,0,7,6,13,0,8,0,0,0,0,17,0,0
2319,Geo 2,0,2017,9,3,157,0,152,5,157,0,0,0,0,0,0,2,0,0
2320,Geo 2,0,2017,6,10,15,0,12,3,15,0,0,0,0,0,0,10,0,0
2321,Geo 2,1,2017,9,30,18,0,0,18,18,0,0,0,0,0,0,30,0,0
2322,Geo 2,1,2017,5,2,101,0,101,0,101,0,0,0,0,0,0,1,0,0
2323,Geo 2,1,2017,5,1,12,0,12,0,12,0,0,0,0,0,0,0,0,0
2324,Geo 2,0,2017,1,2,11,0,9,2,11,0,0,0,0,0,1,0,1,0
2325,Geo 3,1,2017,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,Geo 3,0,2017,7,41,1109,2,1033,74,1109,0,1,0,0,0,0,33,1,0
2327,Geo 3,1,2017,4,176,166,46,103,14,163,0,0,5,0,0,0,3,84,0
2327,Geo 3,1,2017,6,236,222,57,150,10,217,1,0,8,0,0,0,3,117,0
2327,Geo 3,1,2017,7,194,142,40,90,7,137,1,0,7,0,0,0,2,101,0
2330,Geo 3,0,2017,5,23,93,0,61,32,93,0,0,0,0,0,0,22,0,0
2331,Geo 1,0,2017,6,,76,0,76,0,76,0,0,0,0,0,0,0,0,0
2332,Geo 3,0,2017,7,57,293,6,245,43,294,0,0,0,0,0,0,8,5,0
2333,Geo 3,0,2017,6,48,35,0,24,11,35,0,0,0,0,0,0,18,0,0
2334,Geo 3,0,2017,3,14,650,0,10,146,156,0,1,0,494,0,0,11,0,0
2335,Geo 1,0,2017,2,24,131,9,122,0,131,0,0,0,0,0,1,0,11,0
2336,Geo 1,0,2017,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,Geo 1,0,2017,1,46,5217,0,0,5217,5217,0,0,0,0,0,0,0,0,0
2338,Geo 1,0,2017,8,25,540,0,0,540,540,0,72,0,0,0,0,2,1,0
2339,Geo 1,1,2017,3,14,11,0,5,6,11,0,0,0,0,0,0,14,0,0
2340,Geo 2,0,2017,6,32,249,0,153,76,229,0,0,22,0,0,0,31,0,0
2341,Geo 2,0,2017,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,Geo 2,0,2017,6,3,,0,0,0,0,0,0,0,0,0,0,3,0,0
2343,Geo 2,0,2017,9,79,928,0,48,409,457,0,13,25,0,57,1,71,0,0
2344,Geo 2,0,2017,5,13,198,1,167,28,196,0,0,0,0,0,1,6,2,0
2345,Geo 2,0,2017,7,22,,0,0,0,0,0,0,0,0,0,0,11,0,0
2346,Geo 2,1,2017,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,Geo 2,1,2017,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,Geo 3,0,2017,6,45,203,3,116,62,181,0,0,28,0,0,0,19,5,0
2349,Geo 3,0,2017,3,13,6,0,0,6,6,0,0,0,0,0,0,8,0,0
2350,Geo 3,1,2017,7,2,34,0,33,1,34,0,0,0,0,0,0,2,0,0
2351,Geo 1,0,2017,4,22,215,7,207,1,215,0,0,0,0,0,1,3,5,0
2351,Geo 1,0,2017,6,8,173,0,168,5,173,0,0,0,0,0,0,7,0,0
2353,Geo 1,0,2017,6,15,74,0,72,2,74,0,0,0,0,0,1,9,1,0
2354,Geo 1,1,2017,5,,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2355,Geo 1,0,2017,9,2,95,0,95,0,95,0,0,0,0,0,0,1,0,0
2356,Geo 1,0,2017,6,5,606,0,606,0,606,0,0,0,0,0,0,3,0,0
2357,Geo 1,0,2017,9,3,364,0,364,0,364,0,0,0,0,0,0,1,0,0
2358,Geo 1,1,2017,6,16,23,1,12,10,23,0,0,0,0,0,1,2,5,0
2359,Geo 1,0,2017,5,1,83,0,78,0,78,0,0,0,0,0,0,1,0,0
2359,Geo 1,0,2017,6,2,30,0,30,0,30,0,0,0,0,0,0,2,0,0
2361,Geo 1,0,2017,6,,19,0,19,0,19,0,0,0,0,0,0,0,0,0
2362,Geo 1,1,2017,4,2,2,0,0,2,2,0,0,0,0,0,0,2,0,0
2363,Geo 1,0,2017,9,,28,0,28,0,28,0,0,0,0,0,0,0,0,0
2364,Geo 1,1,2017,1,12,173,0,0,16,16,0,0,0,158,0,0,0,0,0
2365,Geo 1,0,2017,4,2,274,0,273,1,274,0,0,0,0,0,0,0,0,0
2365,Geo 1,0,2017,5,1,274,0,272,2,274,0,0,0,0,0,0,0,0,0
2367,Unknown,1,2017,2,18,254,0,243,11,254,0,0,0,0,0,0,13,0,0
2368,Geo 1,0,2017,9,116,201,12,47,134,200,0,21,1,0,0,4,36,40,0
2369,Geo 1,1,2017,9,3,4,0,4,0,4,0,0,0,0,0,0,1,0,0
2370,Geo 1,0,2017,7,32,81,0,13,11,24,0,0,0,57,0,0,29,0,0
2371,Geo 1,0,2017,7,14,80,0,78,2,80,0,0,0,0,0,0,12,0,0
2372,Geo 2,0,2017,2,2,34,0,10,15,25,0,0,0,9,0,0,0,0,0
2373,Geo 2,0,2017,7,33,948,3,179,765,947,0,0,0,0,0,1,4,14,0
2374,Geo 2,0,2017,1,10,11,0,8,1,9,0,0,2,0,0,0,6,0,0
2375,Geo 1,0,2017,5,29,41,0,35,1,36,0,0,6,0,0,0,0,11,0
2376,Geo 2,1,2017,9,14,3,0,1,2,3,0,0,0,0,0,0,14,0,0
2377,Geo 2,1,2017,7,1,6,0,6,0,6,0,0,0,0,0,0,1,0,0
2378,Unknown,1,2017,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,Geo 1,0,2017,3,19,358,0,323,28,351,0,0,0,7,0,1,9,1,0
2379,Geo 1,0,2017,9,40,273,2,249,22,273,0,0,0,0,0,0,10,11,0
2381,Geo 2,0,2017,6,,32,0,32,0,32,0,0,0,0,0,0,0,0,0
2382,Geo 1,0,2017,9,25,633,0,598,35,633,0,0,0,0,0,0,19,0,0
2383,Geo 2,0,2017,5,2,15,0,13,2,15,0,0,0,0,0,0,0,0,0
2383,Geo 2,0,2017,7,1,21,0,20,1,21,0,0,0,0,0,0,0,0,0
2385,Geo 2,1,2017,2,3,120,0,0,15,15,0,0,0,114,0,0,3,0,0
2386,Geo 2,0,2017,8,51,162,0,162,0,162,0,0,0,0,0,2,23,5,0
2387,Geo 3,1,2017,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,Geo 1,0,2017,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,Geo 1,1,2017,7,,48,0,48,0,48,0,0,0,0,0,0,0,0,0
2390,Geo 2,1,2017,9,4,30,0,4,26,30,0,0,0,0,0,0,4,0,0
2391,Geo 2,0,2017,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,Geo 2,0,2017,9,11,3,3,0,0,3,0,0,0,0,0,1,0,5,0
2393,Geo 1,0,2017,3,,260,0,260,0,260,0,0,0,0,0,0,0,0,0
2394,Geo 2,0,2017,8,16,186,0,162,25,187,0,0,0,0,0,0,14,0,0
2395,Geo 2,1,2017,7,98,262,0,122,135,257,0,0,0,5,0,0,91,0,0
2396,Geo 2,0,2017,1,22,143,3,23,5,31,0,0,0,112,0,1,0,11,0
2397,Geo 2,0,2017,1,,8,0,7,1,8,0,0,0,0,0,0,0,0,0
2398,Geo 1,0,2017,7,90,144,0,54,38,92,0,0,135,0,1,0,52,0,0
2399,Geo 1,0,2017,6,5,5,0,3,2,5,0,0,0,0,0,0,4,0,0
2400,Geo 2,1,2017,6,,6,0,6,0,6,0,0,0,0,0,0,0,0,0
2401,Geo 2,0,2017,6,2,108,0,108,0,108,0,0,0,0,0,0,1,0,0
2402,Geo 2,0,2017,2,10,499,0,27,25,52,0,3,184,308,0,0,5,0,0
2403,Geo 2,0,2017,8,7,47,0,44,3,47,0,0,0,0,0,0,5,0,0
2404,Geo 2,0,2017,3,3,114,0,113,1,114,0,0,0,0,0,0,1,0,0
2405,Geo 2,0,2017,9,1,32,0,30,0,30,0,0,2,0,0,0,1,0,0
2406,Geo 2,0,2017,5,5,5,0,3,2,5,0,0,0,0,0,0,3,0,0
2407,Geo 2,1,2017,5,1,33,0,33,0,33,0,0,0,0,0,0,1,0,0
2408,Geo 2,0,2017,5,82,254,0,61,193,254,0,0,0,0,0,0,77,0,0
2409,Geo 2,0,2017,1,,19,0,18,1,19,0,0,0,0,0,0,0,0,0
2410,Geo 2,0,2017,8,1,7,0,5,2,7,0,0,0,0,0,0,1,0,0
2411,Geo 2,0,2017,3,10,295,0,0,295,295,0,0,0,0,0,0,3,0,0
2411,Geo 2,0,2017,4,11,135,0,0,135,135,0,0,0,0,0,0,1,0,0
2413,Geo 2,0,2017,6,2,21,0,21,0,21,0,0,0,0,0,0,0,0,0
2414,Geo 2,0,2017,9,12,16,0,8,8,16,0,0,0,0,0,0,11,0,0
2415,Geo 2,0,2017,1,2,18,0,1,17,18,0,0,0,0,0,0,0,0,0
2415,Geo 2,0,2017,7,18,40,0,23,15,38,0,0,2,0,0,0,14,0,0
2415,Geo 2,0,2017,9,16,45,0,21,15,36,0,0,9,0,0,0,8,0,0
2418,Geo 2,1,2017,1,24,2,0,0,2,2,0,0,0,0,0,0,4,0,0
2419,Geo 2,0,2017,6,2,11,2,1,4,7,0,0,0,4,0,0,1,0,0
2420,Geo 2,0,2017,9,14,65,0,61,4,65,0,0,0,0,0,0,12,0,0
2421,Geo 3,1,2017,1,35,323,0,21,300,321,0,0,0,2,0,0,2,0,0
2421,Geo 3,1,2017,2,6,319,0,17,300,317,0,0,0,2,0,0,6,0,0
2421,Geo 3,1,2017,7,32,17,0,6,11,17,0,0,0,0,0,0,32,0,0
2424,Geo 2,0,2017,6,80,212,0,1,211,212,0,0,0,0,0,0,79,0,0
2425,Geo 1,0,2017,6,21,370,0,319,48,367,0,0,0,3,0,0,19,0,0
2426,Geo 1,0,2017,9,12,133,0,130,2,132,0,0,1,0,0,0,3,2,0
2427,Geo 1,0,2017,9,7,26,0,19,7,26,0,0,0,0,0,0,0,0,0
2428,Geo 2,0,2017,5,8,93,0,77,16,93,0,18,0,0,0,0,8,0,0
2429,Geo 2,0,2017,4,,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2430,Geo 2,1,2017,3,8,236,0,219,17,236,0,0,0,0,0,0,8,0,0
2431,Geo 2,1,2017,2,,32,0,29,3,32,0,0,0,0,0,0,0,0,0
2431,Geo 2,1,2017,9,7,30,0,30,0,30,0,0,0,0,0,0,6,0,0
2433,Geo 1,0,2017,1,637,690,153,226,16,398,0,0,276,0,0,1,33,370,0
2434,Geo 1,0,2017,7,71,537,0,447,89,536,0,0,0,0,0,2,34,5,0
2435,Geo 1,1,2017,4,7,14,0,9,5,14,0,0,0,0,0,0,6,0,0
2436,Geo 2,0,2017,6,43,15,0,0,5,5,0,0,0,10,0,0,38,0,0
2437,Geo 1,0,2017,5,1,152,0,152,0,152,0,0,0,0,0,0,1,0,0
2438,Geo 2,0,2017,6,27,446,0,312,134,446,0,0,0,0,0,0,25,0,0
2439,Geo 1,0,2017,8,5,55,0,55,0,55,0,0,0,0,0,0,0,0,0
2440,Geo 1,0,2017,9,1,12,0,9,3,12,0,0,0,0,0,0,1,0,0
2441,Geo 2,0,2017,6,7,94,0,94,0,94,0,0,0,0,0,0,7,0,0
2442,Geo 2,1,2017,8,,5,0,5,0,5,0,0,0,0,0,0,0,0,0
2443,Geo 1,0,2017,7,40,67,1,38,27,67,0,0,0,0,0,0,30,0,0
2444,Geo 2,0,2017,1,4,21,0,21,0,21,0,0,0,0,0,0,1,0,0
2445,Geo 2,0,2017,4,62,345,6,266,62,334,0,13,11,0,0,0,44,7,0
2446,Geo 2,0,2017,6,1,56,0,55,1,56,0,0,0,0,0,0,0,0,0
2447,Geo 2,0,2017,9,40,41,0,2,34,36,0,0,0,3,0,0,38,0,0
2448,Geo 2,0,2017,6,74,306,2,9,296,310,0,0,0,0,0,0,29,15,0
2449,Geo 2,1,2017,4,2,,0,0,0,0,0,0,0,0,0,0,2,0,0
2450,Geo 2,0,2017,6,13,162,0,0,11,11,0,3,0,148,3,0,12,0,0
2451,Geo 2,0,2017,4,1,906,0,906,0,906,0,0,0,0,0,0,1,0,0
2452,Geo 2,1,2017,3,,5,0,5,0,5,0,0,0,0,0,0,0,0,0
2453,Geo 2,0,2017,2,1,8,0,7,1,8,0,0,0,0,0,0,0,0,0
2454,Geo 2,0,2017,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,Geo 2,0,2017,9,59,202,0,28,174,202,0,0,0,0,0,0,45,0,0
2456,Geo 2,0,2017,9,266,304,15,35,62,155,0,0,78,8,84,2,36,123,0
2457,Geo 2,0,2017,1,383,342,25,97,48,303,7,16,45,0,0,2,0,314,0
2458,Geo 2,0,2017,2,,16,0,16,0,16,0,0,0,0,0,0,0,0,0
2458,Geo 2,0,2017,7,,58,0,58,0,58,0,0,0,0,0,0,0,0,0
2460,Geo 2,0,2017,7,,146,0,146,0,146,0,0,0,0,0,0,0,0,0
2461,Geo 2,0,2017,6,21,25,0,4,21,25,0,0,0,0,0,0,19,0,0
2462,Geo 3,0,2017,8,251,555,18,57,457,547,2,0,4,0,2,2,59,96,0
2463,Geo 3,0,2017,6,,198,0,198,0,198,0,0,0,0,0,0,0,0,0
2464,Geo 3,0,2017,7,24,40,0,27,13,40,0,0,0,0,0,0,22,0,0
2465,Geo 1,0,2017,7,,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2466,Geo 1,0,2017,6,165,2753,2,96,350,448,35,0,2762,0,0,1,153,5,0
2467,Geo 1,0,2017,1,12,16,3,4,9,16,0,0,0,0,0,1,4,2,0
2468,Geo 1,1,2017,1,49,517,0,2,515,517,0,242,0,0,0,0,33,0,0
2469,Geo 2,1,2017,7,7,30,0,23,7,30,0,0,0,0,0,0,2,0,0
2470,Unknown,1,2017,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,Geo 1,0,2017,6,2,60,0,57,3,60,0,0,0,0,0,0,1,0,0
2472,Geo 1,1,2017,7,14,138,0,18,119,137,0,0,0,1,0,0,10,0,0
2473,Geo 2,0,2017,2,24,242,0,4,113,117,0,0,0,170,0,0,22,0,0
2473,Geo 2,0,2017,6,101,566,2,2,277,281,0,0,0,330,0,1,65,19,0
2475,Geo 2,0,2017,1,13,3,0,0,3,3,0,0,0,0,0,0,0,0,0
2476,Geo 2,0,2017,5,258,144,77,0,48,125,11,136,10,0,0,7,61,98,0
2477,Geo 2,0,2017,7,3,20,0,0,0,0,0,0,0,0,22,0,3,0,0
2478,Geo 2,0,2017,8,75,49,6,33,7,46,0,0,2,0,0,1,59,6,0
2479,Geo 2,0,2017,6,2,11,0,11,0,11,0,0,0,0,0,0,1,0,0
2480,Geo 2,0,2017,1,1,138,0,0,7,7,0,0,0,131,0,0,1,0,0
2481,Geo 2,1,2017,1,13,25,0,1,8,9,0,17,14,4,0,0,0,0,0
2482,Geo 2,1,2017,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,Geo 2,0,2017,8,8,25,0,15,10,25,0,0,0,0,0,0,6,0,0
2484,Geo 2,0,2017,8,9,36,0,36,0,36,0,0,0,0,0,0,7,0,0
2485,Geo 1,0,2017,9,15,52,0,41,11,52,0,0,0,0,0,0,13,0,0
2486,Geo 3,1,2017,9,1,,0,0,0,0,0,0,0,0,0,0,1,0,0
2487,Geo 3,0,2017,9,375,472,34,14,328,393,9,0,69,0,0,2,23,179,0
2488,Geo 1,0,2017,8,22,104,0,56,44,100,0,0,3,0,0,0,13,0,0
2489,Geo 1,0,2017,3,21,78,3,61,14,78,0,0,0,0,0,2,1,6,0
2490,Geo 1,0,2017,5,44,188,1,178,2,181,5,0,3,0,0,1,2,15,0
2491,Geo 1,0,2017,5,,452,0,452,0,452,0,0,0,0,0,0,0,0,0
2492,Unknown,1,2017,1,,12,0,11,1,12,0,0,0,0,0,0,0,0,0
2493,Geo 2,0,2017,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,Geo 2,0,2017,6,3,,0,0,0,0,0,0,0,0,0,0,3,0,0
2495,Geo 2,0,2017,1,5,34,0,27,5,32,0,0,1,0,0,0,3,0,0
2496,Geo 1,1,2017,8,11,4,0,4,0,4,0,0,0,0,0,0,5,0,0
2497,Geo 2,1,2017,6,56,227,0,14,213,227,0,0,0,0,0,0,54,0,0
2498,Geo 2,0,2017,9,29,15,0,7,8,15,0,1,0,0,0,0,13,0,0
2499,Geo 2,0,2017,1,,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2500,Geo 2,1,2017,3,,23,0,23,0,23,0,0,0,0,0,0,0,0,0
2501,Geo 2,0,2017,9,39,71,0,55,16,71,0,0,0,0,0,0,25,0,0
2502,Geo 2,0,2017,4,8,15,0,9,6,15,0,2,0,0,0,0,6,0,0
2503,Geo 2,0,2017,7,4,24,0,16,8,24,0,0,0,0,0,0,3,0,0
2504,Geo 1,1,2017,3,55,109,0,100,9,109,0,0,0,0,0,0,5,0,0
2505,Geo 2,0,2017,4,18,33,0,30,3,33,0,0,0,0,0,0,4,7,0
2506,Geo 2,0,2017,9,86,522,0,110,231,341,0,0,1,334,0,0,71,0,0
2507,Geo 3,1,2017,5,16,21,0,12,9,21,0,1,0,0,0,0,9,0,0
2508,Geo 3,0,2017,6,8,52,0,44,8,52,0,0,0,0,0,0,5,0,0
2509,Geo 3,0,2017,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,Geo 3,0,2017,9,10,174,0,57,117,174,0,0,0,0,0,0,1,0,0
2511,Geo 3,1,2017,7,76,184,4,104,69,178,0,18,1,0,0,3,38,8,0
2512,Geo 1,0,2017,7,7,155,2,153,0,155,0,0,0,0,0,0,0,3,0
2513,Geo 1,1,2017,1,38,24,5,0,18,23,0,0,0,0,0,0,4,12,0
2514,Geo 1,0,2017,5,10,1,0,0,1,1,0,0,0,0,0,0,10,0,0
2515,Geo 1,0,2017,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,Geo 1,0,2017,8,21,13,3,10,0,13,0,0,0,0,0,0,0,9,0
2517,Unknown,1,2017,6,,36,0,36,0,36,0,0,0,0,0,0,0,0,0
2518,Geo 1,0,2017,9,2,121,0,120,1,121,0,0,0,0,0,0,1,0,0
2519,Geo 2,0,2017,3,259,1336,5,278,358,641,0,13,356,430,153,1,178,35,0
2520,Geo 1,1,2017,1,,23,0,23,0,23,0,0,0,0,0,0,0,0,0
2521,Geo 2,0,2017,6,788,448,33,43,202,278,0,0,0,0,198,0,188,312,0
2522,Geo 2,0,2017,3,45,48,5,7,10,26,0,1,1,21,0,2,6,17,0
2522,Geo 2,0,2017,5,38,25,6,5,5,18,0,1,6,2,0,3,6,12,0
2522,Geo 2,0,2017,8,10,111,0,9,58,67,0,0,0,55,0,0,6,0,0
2525,Geo 2,0,2017,6,7,142,0,127,15,142,0,0,0,0,0,0,2,0,0
2526,Geo 2,0,2017,7,6,2,0,2,0,2,0,0,0,0,0,0,6,0,0
2527,Geo 2,0,2017,6,292,1392,76,1,772,849,707,1,14,0,0,1,79,123,0
2527,Geo 2,0,2017,7,463,1655,130,2,749,881,983,10,24,0,0,1,75,222,0
2529,Geo 2,0,2017,7,1738,11348,10,14,1289,1313,888,662,92,10172,0,2,176,825,0
2530,Geo 2,0,2017,2,3,14,0,7,7,14,0,0,0,0,0,0,2,0,0
2531,Geo 2,0,2017,8,17,63,0,25,38,63,0,0,0,0,0,0,13,0,0
2532,Geo 3,0,2017,6,112,2564,1,0,484,485,11,474,3040,0,0,4,94,2,0
2533,Geo 3,0,2017,7,173,1906,12,37,86,136,1,288,39,689,1080,5,51,51,0
2534,Geo 1,0,2017,6,236,315,44,155,17,217,134,30,1,0,0,1,11,108,0
2535,Geo 1,0,2017,3,30,231,0,159,6,165,0,0,0,0,0,0,29,0,0
2536,Geo 1,0,2017,7,5,4,0,4,0,4,0,0,0,0,0,0,4,0,0
2537,Geo 1,1,2017,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,Geo 2,1,2017,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,Geo 2,0,2017,1,15,242,0,240,2,242,0,0,0,0,0,0,2,0,0
2540,Geo 2,0,2017,6,28,153,0,30,108,138,0,0,0,0,0,0,14,0,0
2541,Geo 2,0,2017,4,29,142,0,83,56,139,0,0,0,2,0,0,25,0,0
2542,Geo 2,0,2017,6,6,34,0,33,1,34,0,0,0,0,0,0,5,0,0
2543,Unknown,1,2017,5,3,19,0,11,8,19,0,3,0,0,0,0,2,0,0
2544,Geo 1,0,2017,1,65,139,5,48,83,139,0,0,0,0,0,4,3,12,0
2545,Geo 2,0,2017,6,83,454,6,2,444,452,0,0,2,0,0,1,64,7,0
2546,Geo 2,1,2017,6,7,31,0,5,26,31,0,0,0,0,0,0,7,0,0
2547,Geo 2,0,2017,6,13,44,0,41,2,43,0,0,1,0,0,1,7,1,0
2548,Geo 2,0,2017,3,244,148,30,2,14,143,1,0,5,0,0,6,10,74,0
2548,Geo 2,0,2017,4,205,126,36,0,8,120,2,0,4,0,0,7,10,70,0
2550,Geo 3,0,2017,8,151,2543,14,540,606,1160,3,282,0,970,902,1,46,24,0
2551,Geo 3,0,2017,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2552,Geo 3,0,2017,8,27,3,0,2,1,3,0,0,0,0,0,0,27,0,0
2553,Geo 1,0,2017,9,89,618,0,11,596,607,0,0,0,11,0,0,80,1,0
2554,Geo 3,0,2017,6,55,628,8,432,185,625,2,5,2,0,0,0,40,6,0
2555,Geo 3,0,2017,6,106,137,9,26,58,95,0,0,8,49,0,0,35,37,0
2556,Geo 1,1,2017,1,44,226,0,169,41,210,0,0,18,0,0,0,9,0,0
2557,Geo 1,0,2017,8,2,153,0,153,0,153,0,0,0,0,0,0,0,0,0
2558,Geo 1,0,2017,9,6,9,0,7,2,9,0,0,0,0,0,0,2,0,0
2559,Geo 1,0,2017,8,548,51,17,0,0,17,0,0,36,0,0,0,0,279,0
2560,Geo 1,0,2017,9,50,504,0,5,48,53,0,23,505,0,0,0,42,0,0
2561,Geo 1,0,2017,5,8,142,0,137,5,142,0,0,0,0,0,0,4,0,0
2562,Geo 2,0,2017,5,5,6,0,6,0,6,0,0,0,0,0,0,4,0,0
2562,Geo 2,0,2017,7,17,264,0,255,7,262,0,0,0,0,0,0,13,0,0
2564,Geo 2,0,2017,3,50,43,0,1,42,43,0,0,0,0,0,0,45,0,0
2564,Geo 2,0,2017,5,72,217,1,70,92,163,0,0,1,0,0,1,64,4,0
2564,Geo 2,0,2017,6,180,552,57,123,168,348,113,0,6,0,0,9,100,41,0
2567,Geo 1,0,2017,8,124,323,6,280,37,323,0,0,0,0,0,1,66,27,0
2568,Geo 2,0,2017,6,2,6,0,6,0,6,0,0,0,0,0,0,2,0,0
2569,Geo 1,1,2017,5,,34,0,34,0,34,0,0,0,0,0,0,0,0,0
2570,Unknown,1,2017,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,Geo 2,1,2017,5,45,6,0,0,6,6,0,0,0,0,0,0,45,0,0
2572,Geo 2,1,2017,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,Geo 2,1,2017,6,2,2,0,1,1,2,0,0,0,0,0,0,2,0,0
2574,Geo 2,1,2017,7,,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2575,Geo 2,0,2017,6,,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2576,Geo 2,0,2017,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,Geo 2,0,2017,4,15,189,0,181,8,189,0,0,0,0,0,0,11,0,0
2578,Geo 3,1,2017,8,31,148,0,5,143,148,0,0,0,0,0,0,29,0,0
2579,Geo 3,0,2017,3,,13,0,13,0,13,0,0,0,0,0,0,0,0,0
2580,Geo 3,0,2017,6,27,264,0,101,151,252,0,0,0,12,0,0,22,0,0
2581,Geo 3,0,2017,6,87,332,3,232,96,331,0,30,1,0,0,1,61,9,0
2582,Geo 1,0,2017,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,Geo 1,0,2017,5,13,166,1,156,0,157,0,0,0,9,0,1,7,3,0
2583,Geo 1,0,2017,6,23,222,1,208,3,212,0,0,0,10,0,1,16,3,0
2585,Geo 3,0,2017,3,3,44,0,15,29,44,0,0,0,0,0,0,1,0,0
2586,Geo 1,0,2017,8,,319,0,319,0,319,0,0,0,0,0,0,0,0,0
2587,Geo 1,1,2017,6,,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2588,Geo 1,0,2017,7,35,79,0,14,65,79,0,0,0,0,0,0,32,0,0
2589,Geo 1,0,2017,7,18,44,0,22,22,44,0,0,0,0,0,1,7,4,0
2590,Geo 1,0,2017,8,6,32,0,22,10,32,0,17,0,0,0,0,1,0,0
2591,Geo 1,0,2017,3,10,60,0,54,5,59,0,0,0,1,0,0,4,0,0
2592,Geo 1,0,2017,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,Geo 2,0,2017,6,3,9,0,6,3,9,0,0,0,0,0,0,1,0,0
2594,Geo 2,0,2017,8,3,59,0,58,1,59,0,0,0,0,0,0,2,0,0
2595,Geo 2,0,2017,8,6,23,0,16,5,21,0,0,0,1,1,0,2,0,0
2596,Geo 2,0,2017,7,3,9,0,5,4,9,0,0,0,0,0,0,3,0,0
2597,Geo 2,0,2017,9,214,951,0,175,396,571,0,452,644,0,9,2,127,9,0
2598,Geo 2,0,2017,6,3,,0,0,0,0,0,0,0,0,0,0,3,0,0
2599,Geo 2,1,2017,6,37,36,0,2,34,36,0,6,0,0,0,1,35,1,0
2600,Geo 3,0,2017,5,187,5557,5,956,563,1525,0,134,1147,0,2394,1,128,14,0
2601,Geo 1,0,2017,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,Geo 3,0,2017,8,9,67,0,58,9,67,0,0,0,0,0,0,5,0,0
2603,Geo 1,0,2017,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,Geo 3,0,2017,6,109,1173,13,1109,50,1172,0,0,0,0,0,1,14,42,0
2605,Unknown,1,2017,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,Geo 1,0,2017,8,365,684,46,115,337,512,1,0,181,0,0,2,99,126,0
2606,Geo 1,0,2017,9,384,923,42,221,420,698,1,0,238,0,0,1,100,137,0
2608,Geo 2,0,2017,3,77,999,2,493,162,658,0,6,0,0,0,2,41,16,0
2609,Geo 2,0,2017,2,,13,0,8,5,13,0,0,0,0,0,0,0,0,0
2610,Geo 2,0,2017,7,13,10,6,4,0,10,0,0,0,0,0,0,7,4,0
2611,Geo 2,0,2017,7,1,16,0,15,1,16,0,0,0,0,0,0,1,0,0
